,guess,information
1047,grind,4.658038912175861
1048,cloud,4.6576041160706785
1049,binge,4.657029172041077
1050,shove,4.656655396145317
1051,slimy,4.655607509344954
1052,stall,4.6555366152388356
1053,field,4.655256274864563
1054,agate,4.654872514107811
1055,prawn,4.653871014755535
1056,shiny,4.653302477150124
1057,neigh,4.653281447521416
1058,flash,4.653241461065553
1059,fiber,4.653025973104916
1060,beady,4.65269403661987
1061,visor,4.652564412157262
1062,voila,4.652133668923205
1063,manic,4.651981047192722
1064,buyer,4.651884773543144
1065,wreak,4.649202846569731
1066,torso,4.648804034729577
1067,tempo,4.648600772708662
1068,hardy,4.648467022478723
1069,incur,4.647655039320098
1070,rupee,4.645983951792369
1071,focal,4.645655362111331
1072,touch,4.645586872145403
1073,lapel,4.6452398432294695
1074,creme,4.644977867883621
1075,impel,4.644696036444011
1076,turbo,4.643616354894203
1077,porch,4.642915251038972
1078,fetid,4.641828163204639
1079,ghost,4.641434644651869
1080,briny,4.640729437232121
1081,bloke,4.639542382595715
1082,cavil,4.639335651884346
1083,primo,4.6386664143453125
1084,apart,4.63849399349936
1085,dopey,4.6384332407584195
1086,belie,4.6383208139089
1087,wield,4.638261432909597
1088,forth,4.637602747779097
1089,cyber,4.6373207509482715
1090,egret,4.6359152973707705
1091,locus,4.635696322855254
1092,swath,4.635667628032585
1093,rebel,4.633915721705133
1094,bison,4.63358143750754
1095,abate,4.633526331238895
1096,graph,4.633137750328916
1097,flesh,4.630925698540974
1098,tipsy,4.6302458270909135
1099,betel,4.630078504185663
1100,steed,4.628656860953801
1101,cheer,4.628135432736584
1102,churn,4.627822516633665
1103,stack,4.627432458814286
1104,sting,4.627318920261194
1105,alley,4.627102153159797
1106,midst,4.623193265952815
1107,crypt,4.6225948363857325
1108,flout,4.622239767455749
1109,stamp,4.622200944828827
1110,ruler,4.621811539458158
1111,blunt,4.621624333577193
1112,vaunt,4.620796306285474
1113,beset,4.620243533456586
1114,liege,4.620197649398685
1115,harpy,4.619672430501355
1116,hovel,4.619436146555151
1117,shawl,4.617474464001047
1118,throb,4.617260055539775
1119,smith,4.617175650376104
1120,viper,4.61612370459779
1121,fraud,4.615027891694485
1122,admit,4.613955276679337
1123,right,4.613826621609039
1124,payee,4.613726801535197
1125,eight,4.613044624571535
1126,piece,4.612417015450009
1127,prong,4.612234615789255
1128,shelf,4.611617225043468
1129,vapor,4.6114337864065655
1130,lyric,4.610424085951026
1131,smoke,4.609639313939111
1132,lurch,4.609326778924713
1133,viola,4.608191831440282
1134,welsh,4.6073362291493245
1135,genie,4.605627180361946
1136,candy,4.6049756072415295
1137,waver,4.6036437110952
1138,trunk,4.603574445881447
1139,forty,4.603442307073391
1140,lusty,4.603351140208733
1141,paper,4.6028962838316065
1142,basic,4.602855092612152
1143,rhyme,4.602070893409026
1144,mover,4.601459791394576
1145,atoll,4.6013230670290435
1146,notch,4.60109444546592
1147,dread,4.600823530887655
1148,rebar,4.6005846281687175
1149,debut,4.600099325415016
1150,abhor,4.599238901942985
1151,widen,4.59911720070046
1152,crown,4.598495836597
1153,prize,4.5982020908398775
1154,waive,4.597044885284517
1155,bleak,4.596920726561566
1156,ingot,4.5966913354807515
1157,sheik,4.596609066439921
1158,masse,4.595726374628599
1159,fleet,4.595615086147133
1160,gourd,4.595322490670833
1161,linen,4.5950562912378645
1162,bugle,4.594961335899431
1163,leave,4.594842316082339
1164,swept,4.594647060820149
1165,disco,4.59418028963489
1166,shady,4.594003543213584
1167,thank,4.593004574081407
1168,worth,4.592315740681969
1169,brawl,4.591608199618369
1170,steep,4.5897607943472245
1171,audio,4.589641536467359
1172,sprig,4.587372292491645
1173,abase,4.58731154750484
1174,snack,4.5848310000721
1175,glove,4.5846248771070925
1176,chirp,4.584494104853565
1177,hyper,4.584161830166429
1178,agony,4.583921375522279
1179,bowel,4.58368956217946
1180,maybe,4.5832722100846075
1181,dried,4.583039208798738
1182,swarm,4.5825699418231
1183,semen,4.58220222320228
1184,giver,4.581908410745011
1185,shank,4.581501383631497
1186,natal,4.580871173105806
1187,lingo,4.579860827545754
1188,glaze,4.579077118120862
1189,frond,4.5787498813887915
1190,decoy,4.5786010052287445
1191,nomad,4.577391971508976
1192,world,4.5765033056006965
1193,caulk,4.575914656788536
1194,trout,4.575700383870484
1195,match,4.575457513882424
1196,plank,4.571787478380912
1197,chief,4.571186410690339
1198,rider,4.569593780521109
1199,fetus,4.5694378188339275
1200,spiny,4.568481057425475
1201,clamp,4.5678626007850465
1202,bulge,4.567614716020991
1203,befit,4.567296898629092
1204,knead,4.5657401914379285
1205,tawny,4.565372910542829
1206,unity,4.565339503354373
1207,depth,4.564622934699413
1208,titan,4.563958700964145
1209,psalm,4.563773500025873
1210,sewer,4.563029766906441
1211,evict,4.5626779917268045
1212,laugh,4.5623797421980825
1213,slick,4.562201081528226
1214,serve,4.561625325042645
1215,anvil,4.561448761326418
1216,month,4.56016633830428
1217,choke,4.559754698966321
1218,cling,4.5596096740466585
1219,rodeo,4.5595811193552045
1220,fiend,4.5595386172263925
1221,extra,4.555992564233719
1222,stink,4.551522966776873
1223,bused,4.5514941538933265
1224,child,4.551056048746076
1225,thyme,4.550683444595731
1226,being,4.550617719362337
1227,devil,4.5504247830751305
1228,sight,4.5503615059679525
1229,sumac,4.549083327262171
1230,synod,4.548884060690684
1231,chasm,4.548437889172228
1232,canal,4.548127359761333
1233,maize,4.547573559669081
1234,lefty,4.547276247630805
1235,movie,4.5470751292303895
1236,verse,4.5467026892858
1237,stilt,4.546590753853539
1238,tacit,4.5458875374473395
1239,ardor,4.545277788702841
1240,exact,4.54498442886158
1241,shirk,4.544810555790149
1242,hazel,4.544745636667627
1243,suing,4.5439898593145065
1244,label,4.543523865578547
1245,gazer,4.543101684337309
1246,crass,4.542560450641323
1247,begin,4.541807337021199
1248,bicep,4.541043587847922
1249,epoch,4.540846991839648
1250,rough,4.539254472934859
1251,sword,4.536372351561167
1252,taunt,4.5361356565620286
1253,rerun,4.535145904920418
1254,ethic,4.534826267916076
1255,awoke,4.534056402762026
1256,utter,4.533868088089114
1257,ether,4.533243797063676
1258,mauve,4.533132270194652
1259,riper,4.5327645035076465
1260,vista,4.5324759967288655
1261,vocal,4.532294956047875
1262,slung,4.531985022828196
1263,sweet,4.531335557894777
1264,pence,4.531145080490652
1265,rural,4.531048110675718
1266,belch,4.5308487707492535
1267,brawn,4.529886373773979
1268,prowl,4.529205343141155
1269,batch,4.529176039750309
1270,ensue,4.529027319265371
1271,blaze,4.527922541725808
1272,quiet,4.527553544112821
1273,blond,4.527142123134823
1274,heath,4.5268097082574
1275,derby,4.525570326591913
1276,order,4.525254531721519
1277,trust,4.523361034576179
1278,afoul,4.522819980246331
1279,savoy,4.522266154931447
1280,logic,4.521736005054107
1281,yacht,4.521349500916602
1282,gusto,4.521029083494124
1283,gamut,4.521021628010765
1284,humor,4.519259415651978
1285,sleek,4.5188559461033995
1286,women,4.517671028619695
1287,nasal,4.517514659884278
1288,exist,4.5173045360742305
1289,crimp,4.5167986387151675
1290,feign,4.516596953662633
1291,inner,4.516541467221047
1292,group,4.516396261021038
1293,pouty,4.515827952300905
1294,snaky,4.515751794527986
1295,shift,4.515051163900951
1296,quart,4.514642864211024
1297,drink,4.514624749571152
1298,whirl,4.511335516228544
1299,datum,4.511009679592515
1300,duvet,4.510044758198402
1301,retry,4.5089927024544165
1302,moose,4.508011451714127
1303,midge,4.508008266802109
1304,cress,4.507217933374795
1305,greed,4.507047101036868
1306,truck,4.5058939230307695
1307,vegan,4.505295569642712
1308,spank,4.504596936989301
1309,throw,4.503845787507816
1310,frank,4.502754902178878
1311,elude,4.500435174303587
1312,doing,4.500218957976421
1313,nudge,4.500194688032448
1314,roger,4.499440572571778
1315,above,4.498452314053201
1316,hence,4.496500756632776
1317,thong,4.496244412400382
1318,briar,4.495976883862171
1319,tithe,4.495603283644605
1320,salad,4.494060622757667
1321,vague,4.494036727586729
1322,ratty,4.493725210803511
1323,ebony,4.4932454748155335
1324,brush,4.490146061783758
1325,blind,4.48883555720976
1326,goose,4.4888209403330235
1327,ovary,4.487472720548762
1328,color,4.4869683540111405
1329,plush,4.486652835450405
1330,drown,4.485679446161514
1331,apple,4.485313228726787
1332,flume,4.4839830815607105
1333,valid,4.483596034567341
1334,guild,4.4834339100581815
1335,lucid,4.483417796923019
1336,sigma,4.48228493151103
1337,trump,4.481992900212902
1338,bigot,4.481548318536143
1339,spicy,4.4810576023025375
1340,apnea,4.480930645516561
1341,stool,4.480040518532773
1342,madly,4.479559321235844
1343,syrup,4.478108994873792
1344,omega,4.477927776516651
1345,joist,4.477563342579684
1346,theta,4.4770876300379046
1347,mango,4.477047367961659
1348,cello,4.4764943773182
1349,femur,4.476196193428481
1350,aping,4.476050391594438
1351,light,4.47568996413319
1352,quite,4.4748240133427455
1353,mouth,4.47465152172908
1354,tutor,4.474399646333736
1355,segue,4.4742399630899
1356,still,4.474099820097272
1357,posse,4.4728257831843115
1358,medic,4.472741628005912
1359,sever,4.472387189380798
1360,bravo,4.47135603899344
1361,legal,4.470662168572861
1362,minty,4.470092938417647
1363,deuce,4.469593467823638
1364,shall,4.4672822625356226
1365,alarm,4.467208006366929
1366,tough,4.466005929465901
1367,lasso,4.464674527194703
1368,breed,4.46382584044089
1369,birch,4.463629338711584
1370,prior,4.463446904932242
1371,clink,4.462447096511126
1372,tweak,4.4624031397628245
1373,lanky,4.462394269025669
1374,bench,4.461756016059357
1375,video,4.459019695373068
1376,pound,4.458618893540014
1377,sauna,4.458156689951236
1378,armor,4.457741410673866
1379,quote,4.457301893850298
1380,hound,4.456658563510178
1381,chalk,4.455941191619372
1382,input,4.455241611455165
1383,thrum,4.455225767905478
1384,badly,4.45507959826631
1385,slunk,4.454196621331946
1386,scrum,4.453934346988816
1387,shell,4.451717025904138
1388,octet,4.451037907762199
1389,bring,4.450276783635104
1390,handy,4.449750036504847
1391,admin,4.44895251976473
1392,optic,4.448562618578923
1393,growl,4.448537908823137
1394,stint,4.448437771623665
1395,clown,4.447607044226231
1396,youth,4.447196376991661
1397,shrug,4.447139544991786
1398,eying,4.445759952860184
1399,purer,4.4447764678562605
1400,thing,4.443950334413327
1401,totem,4.443144173204605
1402,gorge,4.442798022522299
1403,polka,4.442133753385903
1404,merge,4.441606327925788
1405,spawn,4.441264792445017
1406,ditch,4.44099857883634
1407,blank,4.4401826882760345
1408,pitch,4.439588120332594
1409,carry,4.437576177175845
1410,doubt,4.437388334120077
1411,creek,4.435235546146021
1412,renew,4.434664059701641
1413,scowl,4.434260404322385
1414,zonal,4.433979081886344
1415,knave,4.433021969579493
1416,scamp,4.431960243098527
1417,crowd,4.431316657938964
1418,stock,4.430536427378523
1419,stick,4.430491904245425
1420,favor,4.429873566552453
1421,sorry,4.427900155012749
1422,brisk,4.4273699776051
1423,build,4.426846659769237
1424,ghoul,4.426551473442408
1425,lunch,4.42652845952013
1426,fetch,4.424989746411344
1427,droll,4.424630805637482
1428,stomp,4.424164761836741
1429,among,4.42350248245316
1430,covey,4.422803125102132
1431,burly,4.421741808927581
1432,drool,4.42097301527289
1433,bonus,4.420429764276451
1434,morph,4.419004657430005
1435,class,4.418748256096012
1436,filth,4.418353689438176
1437,given,4.417523242235952
1438,etude,4.417243082313807
1439,perky,4.417098714792984
1440,smirk,4.416841044580566
1441,leech,4.416284904371503
1442,local,4.415035869921315
1443,rally,4.414326362866869
1444,below,4.413397750186547
1445,sheep,4.412108296589241
1446,welch,4.412026180480332
1447,sally,4.411987935596435
1448,heavy,4.411780961284118
1449,stung,4.411111773382216
1450,arbor,4.410847453980165
1451,diode,4.410510536683241
1452,tying,4.409568385039366
1453,piper,4.408889695479145
1454,tally,4.407086867600935
1455,drill,4.407029688849959
1456,cache,4.405608237867384
1457,watch,4.404432664262814
1458,revel,4.40208927644863
1459,joint,4.401706697473768
1460,bribe,4.401166885003572
1461,troop,4.400710911601975
1462,recur,4.400283892678239
1463,silky,4.399393486568455
1464,friar,4.398154141974227
1465,sieve,4.397686266803573
1466,minus,4.397457179334794
1467,prick,4.3966596713580675
1468,strut,4.396336710330591
1469,dress,4.396210601017435
1470,flask,4.392756419565347
1471,tenth,4.3924065023375585
1472,obese,4.391926858005915
1473,lofty,4.391618978739962
1474,harsh,4.390473340350987
1475,slash,4.389694576842886
1476,wagon,4.389670266016543
1477,newly,4.389590307496962
1478,twang,4.388373776066344
1479,shack,4.3874653139721795
1480,fancy,4.386885386985736
1481,grimy,4.384647700975506
1482,human,4.383927717225622
1483,cumin,4.3837580517508306
1484,press,4.38339296121344
1485,phony,4.381046587842299
1486,pixel,4.38079899372777
1487,nobly,4.38078710563291
1488,ruder,4.379485227162557
1489,theme,4.3790183254538375
1490,spell,4.378070330032621
1491,mound,4.377245749978934
1492,think,4.377005202324839
1493,circa,4.374970523335559
1494,extol,4.373693470050177
1495,brink,4.372261257175226
1496,pivot,4.370917522032353
1497,canon,4.37051800087066
1498,speed,4.37002798039381
1499,lever,4.369763910488818
1500,macho,4.367364306669828
1501,woman,4.366896208553091
1502,aroma,4.366216135769449
1503,tacky,4.364603471670075
1504,wrong,4.364362132878128
1505,reedy,4.363531385718657
1506,quest,4.363057195889897
1507,blush,4.362678874441845
1508,study,4.36122569716204
1509,libel,4.361186437782711
1510,freed,4.360397423245172
1511,grown,4.359949369884766
1512,dingo,4.3594166775823515
1513,pinch,4.358997794365324
1514,risky,4.356107377711852
1515,dusty,4.356031165742899
1516,wooer,4.355544550257117
1517,shaky,4.354180956323061
1518,shrub,4.353364352189419
1519,lorry,4.3530248689210085
1520,nerve,4.3528014946078795
1521,adage,4.351315460773558
1522,botch,4.351300272010319
1523,godly,4.350536608800071
1524,hymen,4.350494734183085
1525,newer,4.35039608811409
1526,wrack,4.3496389107573945
1527,wench,4.349328878404139
1528,scrub,4.349134630058767
1529,clung,4.348708211287813
1530,vowel,4.348039952039379
1531,lying,4.347537771150924
1532,knife,4.347419774174643
1533,vigor,4.347258294907923
1534,donor,4.347136127900584
1535,ledge,4.346720174056514
1536,shoot,4.346148063505176
1537,stunk,4.345556536979889
1538,bleed,4.342488894378725
1539,gravy,4.3421262199813535
1540,slump,4.341865245244284
1541,squat,4.341602114201407
1542,cross,4.341138932013139
1543,magic,4.3410396955285755
1544,tryst,4.3404744079157815
1545,motif,4.339826560616821
1546,froze,4.33920030633756
1547,virus,4.337460211521244
1548,jaunt,4.337200149852111
1549,sooth,4.33563222210395
1550,shown,4.335444281427501
1551,juice,4.335290614183856
1552,fluke,4.334458170757293
1553,bound,4.3338010986279025
1554,night,4.333051518630902
1555,pouch,4.3321765961486545
1556,tenet,4.33193812823053
1557,avoid,4.330768528121765
1558,flank,4.330286329244693
1559,tasty,4.32942711277796
1560,boxer,4.328511488040025
1561,ahead,4.328310835113599
1562,vogue,4.327755978743146
1563,hydro,4.3273798445250895
1564,brown,4.327141206758346
1565,frisk,4.326343255464178
1566,where,4.326168796730163
1567,gauze,4.325973065387847
1568,begun,4.3259468834359485
1569,balmy,4.325817229975022
1570,hello,4.325344112866431
1571,grass,4.324690865748929
1572,wring,4.324397522921921
1573,mogul,4.3225191237064235
1574,motor,4.322089911516692
1575,seven,4.321965698739312
1576,small,4.3217303939322775
1577,testy,4.321666971788338
1578,dozen,4.321630017376298
1579,kneel,4.321259028764578
1580,imbue,4.320215090956214
1581,swami,4.319890447961948
1582,exult,4.319832215736541
1583,beget,4.3186103435423275
1584,truss,4.318364032638779
1585,heave,4.317774216987315
1586,snowy,4.316965000532441
1587,woken,4.31601401782321
1588,black,4.315485404760926
1589,honor,4.315412385671187
1590,mocha,4.315176571722262
1591,speck,4.315158361033329
1592,scuba,4.315010530518094
1593,toxin,4.314183041359494
1594,drunk,4.313633148276136
1595,fence,4.313371145967162
1596,seedy,4.312831731506832
1597,smell,4.31161285774743
1598,stout,4.310130950106326
1599,crazy,4.309510291204864
1600,pasta,4.309001760730163
1601,unfit,4.308715724172053
1602,loyal,4.308714316498616
1603,zebra,4.308550368762963
1604,sooty,4.307301462556847
1605,vomit,4.306153179251838
1606,bayou,4.305385466437101
1607,alloy,4.304825516694748
1608,crump,4.304345642833638
1609,dryer,4.304245865888268
1610,grill,4.3041375118044725
1611,aphid,4.303931987236969
1612,parry,4.302616802484519
1613,rower,4.302172840413968
1614,amply,4.301576954167263
1615,axion,4.301521763211112
1616,venom,4.301093425211994
1617,smack,4.300088177074196
1618,enema,4.2996286033250115
1619,agape,4.299532176819201
1620,mangy,4.298166834184884
1621,would,4.297506083269957
1622,weigh,4.296422354871986
1623,major,4.295486769720614
1624,wreck,4.294857365372537
1625,ivory,4.293438966065405
1626,gaudy,4.292239814849865
1627,dimly,4.2921639611209725
1628,pithy,4.289683484278117
1629,gauge,4.289677758973962
1630,askew,4.289285217819986
1631,foamy,4.28817159398488
1632,eerie,4.287906393509242
1633,equal,4.28611826949581
1634,defer,4.285652749050575
1635,musty,4.28467563929764
1636,album,4.283599230737364
1637,bleep,4.282624215891541
1638,lilac,4.282334962769362
1639,banal,4.28170969056453
1640,moldy,4.281450452690298
1641,music,4.281323183363281
1642,gusty,4.280264566372467
1643,brass,4.279706380662921
1644,elbow,4.279427522156553
1645,unfed,4.27763035728074
1646,colon,4.277347756095618
1647,robot,4.274200316103131
1648,budge,4.27175060519364
1649,never,4.269956342941901
1650,brick,4.269362897525828
1651,radii,4.267936609969912
1652,hefty,4.267378776695006
1653,basal,4.266956681190194
1654,woven,4.266791116425515
1655,harry,4.265045657148095
1656,cough,4.263781479909884
1657,rumba,4.262621936718955
1658,whelp,4.262594275307277
1659,wordy,4.262310677849205
1660,dowry,4.26218629451664
1661,await,4.2620928473289155
1662,detox,4.2602846097574485
1663,agora,4.259916887055144
1664,seize,4.259718821337431
1665,forum,4.259092910367642
1666,fluid,4.258501682526822
1667,endow,4.2568472536562805
1668,flush,4.255234529022792
1669,joust,4.254500355866504
1670,dutch,4.254428524775044
1671,bible,4.252308241789375
1672,stash,4.252148738769821
1673,fella,4.251644271137867
1674,ought,4.251105214052932
1675,revue,4.250101504061496
1676,catty,4.2495576249397935
1677,rigor,4.249328261928362
1678,quail,4.2480489800865895
1679,rocky,4.247132671910082
1680,swift,4.246918397866241
1681,cacti,4.24563268216316
1682,champ,4.242601683218012
1683,lynch,4.2423574816313225
1684,fatal,4.240660022551077
1685,borax,4.239342744188225
1686,helix,4.239269210392373
1687,arrow,4.2386872587469036
1688,quilt,4.238114536002052
1689,climb,4.237396949510717
1690,sloop,4.237157451820584
1691,unwed,4.236748233684965
1692,aglow,4.235865185925651
1693,frown,4.235085413873095
1694,truth,4.2350459218037395
1695,dogma,4.233233742388802
1696,iliac,4.233183139674666
1697,butte,4.231626560290863
1698,found,4.230617259159848
1699,stunt,4.229850411324186
1700,rover,4.227158097782242
1701,dross,4.2265404237422635
1702,gipsy,4.226307960686449
1703,odder,4.225824834898751
1704,using,4.225466200207594
1705,oxide,4.225143143501624
1706,rarer,4.22460628198379
1707,blink,4.224257979489285
1708,stuck,4.224197551355539
1709,privy,4.223088857350158
1710,issue,4.222623389372326
1711,boost,4.221612221069573
1712,attic,4.2212881647841085
1713,taboo,4.219174500943426
1714,limbo,4.216987927486889
1715,glass,4.216637299622207
1716,marry,4.21597763996931
1717,spool,4.215289305370247
1718,spill,4.21423129831845
1719,silly,4.213960359454629
1720,bingo,4.2117801440924465
1721,empty,4.210565935827628
1722,thick,4.21029149132529
1723,merry,4.209905657534572
1724,stump,4.208374175440191
1725,flack,4.206103775601968
1726,sense,4.2052112049678785
1727,waxen,4.204272218800679
1728,river,4.2040723234394255
1729,topaz,4.20370084195785
1730,havoc,4.202388034151908
1731,young,4.201796507478648
1732,umbra,4.200444261814863
1733,slosh,4.199708137703769
1734,wound,4.199680032244612
1735,mania,4.199579381645024
1736,drama,4.199141123920151
1737,shock,4.199001600761624
1738,wharf,4.197506065988732
1739,sulky,4.196513128283794
1740,wheel,4.193628314804247
1741,cabal,4.1925592092754345
1742,evade,4.1920091241721975
1743,fling,4.191491430404671
1744,fixer,4.1899761318210205
1745,flail,4.189645020220467
1746,pesky,4.188911958029071
1747,eking,4.188159405544276
1748,again,4.186997086689417
1749,annul,4.186481633475691
1750,frock,4.185741581197986
1751,envoy,4.185527327965316
1752,moron,4.184577438582977
1753,essay,4.18338705144482
1754,mulch,4.183282161022936
1755,snuck,4.182250158698193
1756,punch,4.181898359684664
1757,dwarf,4.1803713226338175
1758,rowdy,4.177328072350112
1759,tweed,4.177309187422195
1760,dough,4.175261518655045
1761,witch,4.174210565582511
1762,stood,4.172279330463869
1763,gecko,4.172200341861296
1764,gulch,4.171150503615195
1765,blown,4.170525954230042
1766,fudge,4.1699409883121055
1767,crumb,4.168897253554618
1768,gooey,4.168516324623645
1769,coach,4.167334950809309
1770,swell,4.167298978028248
1771,berry,4.164364592700688
1772,koala,4.164265690741046
1773,focus,4.162289787149455
1774,dingy,4.16228531416224
1775,valve,4.161567712598423
1776,might,4.161095618545222
1777,fleck,4.158876157866427
1778,vapid,4.156894227779046
1779,verge,4.156545216586409
1780,frill,4.156442205493156
1781,swing,4.156100263447649
1782,floor,4.15305237504371
1783,cycle,4.152642023740359
1784,zesty,4.150197856662844
1785,quota,4.149333098821333
1786,showy,4.149231535286905
1787,clump,4.149074210620964
1788,opium,4.148116787125342
1789,elegy,4.142517677306174
1790,plunk,4.14103318481827
1791,swamp,4.140462585425655
1792,bless,4.136844153747777
1793,afoot,4.132549743238805
1794,adapt,4.130421133821693
1795,vinyl,4.128575578348398
1796,itchy,4.128006355717145
1797,canny,4.126215928273783
1798,delve,4.126208275490964
1799,finch,4.125831733477403
1800,gross,4.125326115208114
1801,ditto,4.125310077013596
1802,block,4.124857512309571
1803,edify,4.123823225887334
1804,venue,4.119202282234129
1805,patty,4.118597268536947
1806,needy,4.1184946404982945
1807,sweep,4.11679332199534
1808,butch,4.115877686584282
1809,gouge,4.114973694911659
1810,wrung,4.114445006622268
1811,stoop,4.112484532034061
1812,catch,4.111948328361539
1813,dying,4.110809857976407
1814,sixth,4.108875948594558
1815,flaky,4.108655091808246
1816,debug,4.108076483508176
1817,width,4.107863003632826
1818,joker,4.10749903619496
1819,annoy,4.105666970726104
1820,dally,4.105188734142817
1821,event,4.103260060066186
1822,pique,4.103040948804398
1823,petty,4.102407621466968
1824,smock,4.1022910950177724
1825,spoon,4.1008227464006755
1826,winch,4.100160245816328
1827,exile,4.099091586078079
1828,munch,4.098920136218292
1829,toxic,4.0984703161513405
1830,mecca,4.098245875330084
1831,droop,4.097948851767802
1832,conic,4.097462689727719
1833,ficus,4.096937122314429
1834,ember,4.096868451642607
1835,chill,4.094649849908847
1836,sixty,4.093391338340273
1837,aloof,4.09295205093326
1838,blimp,4.092809013446958
1839,larva,4.090992727359017
1840,krill,4.090782585974914
1841,snoop,4.086119410113024
1842,weave,4.08570394621495
1843,downy,4.085411176729972
1844,query,4.084868318916321
1845,spunk,4.083785070519856
1846,exert,4.080677069921064
1847,whiny,4.079235105780185
1848,hedge,4.0785815655029625
1849,avail,4.07779617475977
1850,spiky,4.075199369817194
1851,druid,4.073804059713622
1852,upper,4.073646014119264
1853,rumor,4.073264072291619
1854,udder,4.072178218243926
1855,curvy,4.071789119856197
1856,limit,4.071704726404983
1857,flown,4.06949602571271
1858,quasi,4.067037911725823
1859,index,4.065781582895664
1860,usual,4.064901679904501
1861,idiot,4.063009017728179
1862,award,4.061222248743726
1863,junta,4.060522910670805
1864,humid,4.059524864845126
1865,ferry,4.057997533905414
1866,bunch,4.051860394280467
1867,dodge,4.051838934480205
1868,amiss,4.047637161473584
1869,quake,4.04639740446217
1870,fritz,4.045102688264181
1871,tibia,4.043495713434099
1872,imply,4.043235398266732
1873,augur,4.0424118720947115
1874,crack,4.042373853110404
1875,pluck,4.040460077281217
1876,basis,4.039520477945717
1877,bough,4.03547195080751
1878,quash,4.032351519955498
1879,brood,4.030323950308987
1880,beech,4.030145122839251
1881,hatch,4.029679724371966
1882,chess,4.0293583981595145
1883,thump,4.0255422949118325
1884,owing,4.0250927955268745
1885,curry,4.020862287251177
1886,gloss,4.020359361310947
1887,fewer,4.016510778816583
1888,smoky,4.016397655348555
1889,unify,4.016253061390515
1890,filmy,4.015256922566873
1891,kneed,4.015030045065049
1892,sully,4.012524587773319
1893,flock,4.012344054037105
1894,flick,4.010236031720769
1895,pagan,4.00967564645869
1896,pushy,4.008104647710582
1897,fight,4.005864282196114
1898,bylaw,4.004942857629568
1899,union,4.002153012648078
1900,allow,4.002070463352128
1901,swill,4.0006711349527295
1902,furor,4.000081719528272
1903,twist,3.999498543859995
1904,shuck,3.9982646887256523
1905,crook,3.9982114726281757
1906,batty,3.995541193042295
1907,pubic,3.995472368330593
1908,alibi,3.9951485779347236
1909,milky,3.9931830734101914
1910,waltz,3.991465739441849
1911,pinky,3.990736266814454
1912,abbot,3.987978713945715
1913,vouch,3.9873689206126834
1914,slush,3.986517124840617
1915,parka,3.985298253967818
1916,flung,3.9852180430469244
1917,ionic,3.984102498765001
1918,proxy,3.983587412523705
1919,blitz,3.983371771004411
1920,windy,3.981979794064106
1921,bevel,3.9805604067759255
1922,awful,3.9780443568528248
1923,wight,3.977577732740534
1924,cheek,3.97722722351555
1925,fishy,3.9768969306572726
1926,bliss,3.97664050605318
1927,awake,3.9747694725417286
1928,modem,3.9746761987688446
1929,avian,3.973622796377935
1930,guess,3.9729928212479115
1931,axiom,3.9726172416779777
1932,skill,3.971810477509452
1933,roomy,3.9704118719515122
1934,condo,3.9684485247538897
1935,ninth,3.9681727588554483
1936,rugby,3.9680807247096146
1937,pupal,3.967900231546156
1938,penny,3.9646807200977365
1939,enemy,3.9645811397963175
1940,wispy,3.9635356924938447
1941,undue,3.963480135712953
1942,junto,3.9633960164154347
1943,teddy,3.9596347118963418
1944,squad,3.958640726416586
1945,belly,3.957179524962412
1946,razor,3.957010389687668
1947,queer,3.954844103824449
1948,occur,3.9537543679497027
1949,lumpy,3.951713590519973
1950,folio,3.9511977644176373
1951,dolly,3.95070454826574
1952,gassy,3.950389381296978
1953,rotor,3.950369134239203
1954,ennui,3.9500369407186033
1955,teeth,3.9500203468086874
1956,naval,3.949778047617013
1957,tepee,3.949191909699442
1958,gaffe,3.9489154508737014
1959,smash,3.9460471443264513
1960,chunk,3.944157696984073
1961,mushy,3.9398180044411237
1962,offer,3.937219546104283
1963,sappy,3.9353319942201663
1964,fever,3.9337980347659363
1965,abbey,3.9328650017568307
1966,rabbi,3.9328414728021808
1967,swung,3.93223990973636
1968,murky,3.931411154755307
1969,glyph,3.928393512722102
1970,photo,3.923057881864826
1971,array,3.921892035929705
1972,groom,3.9214156875928383
1973,error,3.921237077659486
1974,scoop,3.91917264639129
1975,skimp,3.918951516756519
1976,alpha,3.918425315071623
1977,awash,3.918142325259699
1978,ditty,3.917653072072934
1979,belle,3.9158981893946225
1980,qualm,3.914497097471825
1981,theft,3.914439426124552
1982,every,3.9130526613619567
1983,holly,3.9108197968320813
1984,banjo,3.910449125866527
1985,freer,3.9100667249607106
1986,vixen,3.9082528727901478
1987,dilly,3.9065171921347797
1988,fauna,3.9061374952567123
1989,booth,3.905697697349502
1990,radar,3.905481046213519
1991,penne,3.9050239244059664
1992,enjoy,3.9042909460917734
1993,quoth,3.903316932181557
1994,dandy,3.902992434561962
1995,flunk,3.8976887713644506
1996,chili,3.8970034830019715
1997,clack,3.8969443907200985
1998,sunny,3.896117272324229
1999,loopy,3.895932208416429
2000,comfy,3.8959033884844336
2001,lucky,3.8947396058571933
2002,swoon,3.894484354044831
2003,fatty,3.8912989348950826
2004,melee,3.8872371834359787
2005,worry,3.8869486090510583
2006,conch,3.885464341010098
2007,quark,3.88520699113389
2008,bushy,3.8851488479334355
